,Term1,Term2,Term3,Term4
4396,tetraciclina,bronquitis,acetilcisteina,neumonia
4397,liotironina,tirotoxicosis,oxacilina,osteomielitis
4398,nortriptilina,dolor,itraconazol,neutropenia
4399,linezolid,neumonia,diclorodiaminoplatino,mesotelioma
4400,vancomicina,neutropenia,hidroxicarbamida,soriasis
4401,mitomicina,glaucoma,albendazol,giardosis
4402,ivermectina,prurito,deferoxamina,hemocromatosis
4403,sucralfato,esofagitis,amoxicilina,sinusitis
4404,trimetoprima,toxoplasmosis,claritromicina,bronquitis
4405,perfenazina,esquizofrenia,itraconazol,neutropenia
4406,diclorodiaminoplatino,linfoma,amoxicilina,listerelosis
4407,etoposido,neuroblastoma,captopril,edema
4408,prednisona,hipersensibilidad,colecalciferol,osteoporosis
4409,gemfibrozilo,hipercolesterolemia,ampicilina,gonorrea
4410,haloperidol,esquizofrenia,prostaciclina,arteriosclerosis
4411,moxifloxacino,sinusitis,cefotaxima,peritonitis
4412,tramadol,dolor,naproxeno,gota
4413,trimetoprima,bronquitis,tramadol,dolor
4414,pseudoefedrina,sinusitis,mitoxantrona,sarcoma
4415,difenhidramina,rinitis,cisaprida,gastroparesia
4416,estreptomicina,brucelosis,guaifenesina,rinitis
4417,guaifenesina,coqueluche,difenhidramina,nauseoso
4418,trombina,sangrado,propiltiouracilo,bocio
4419,hidroxicarbamida,melanoma,acetilcisteina,neumonia
4420,prednisona,hipersensibilidad,meropenem,meningitis
4421,meticilina,osteomielitis,clonidina,dolor
4422,mercaptopurina,linfoma,lansoprazol,esofagitis
4423,lidocaina,dolor,eritromicina,lues
4424,lorazepam,catatonia,gabapentina,dolor
4425,delta   tetrahidrocanabinol,vomitos,levofloxacino,bronquitis
4426,prednisona,hipersensibilidad,cimetidina,acidez
4427,eritromicina,lues,aspirina,gota
4428,moxifloxacino,gonorrea,hidroxicarbamida,melanoma
4429,cocaina,tos,auranofina,penfigo
4430,prednisolona,edema,ibuprofeno,inflamacion
4431,papaverina,tromboembolia,caspofungina,aspergilosis
4432,talco,neumotorax,ciclosporina,soriasis
4433,fenol,dolor,acetofenetidina,dolor
4434,tramadol,dolor,prazicuantel,helmintosis
4435,pseudoefedrina,asma,morfina,dolor
4436,fenazopiridina,dolor,ketamina,dolor
4437,carbonildiamida,hiperqueratosis,ibuprofeno,inflamacion
4438,hidroxicloroquina,plasmodiosis,diclofenaco,fotofobia
4439,alcanfor,dolor,albendazol,toxocariasis
4440,clorpromazina,esquizofrenia,capsaicina,neuralgia
4441,cetoconazol,candidosis,ketamina,dolor
4442,procarbazina,melanoma,cimetidina,acidez
4443,tramadol,dolor,glucagon,hipopiesis
4444,acetofenetidina,dolor,acetilcisteina,envenenamiento
4445,cefotaxima,sepsis,cabergolina,hiperprolactinemia
4446,pamidronato,hipercalcemia,ciclofosfamida,neuroblastoma
4447,naproxeno,inflamacion,bleomicina,sarcoma
4448,paromomicina,criptosporidiasis,epinefrina,glaucoma
4449,glucosa,hipoglucemia,cefotaxima,sepsis
4450,itraconazol,leishmaniosis,clotrimazol,candidosis
4451,diclorodiaminoplatino,linfoma,ceftazidima,neutropenia
4452,hidroxicloroquina,plasmodiosis,brimonidina,glaucoma
4453,cimetidina,dispepsia,bromocriptina,acromegalia
4454,nortriptilina,enuresis,fluconazol,meningitis
4455,fenobarbital,hiperbilirrubinemia,flecainida,taquiarritmia
4456,tetraciclina,gonorrea,difenhidramina,rinitis
4457,fenilpropanolamina,rinitis,brimonidina,glaucoma
4458,nitroglicerina,eclampsia,ceftazidima,neumonia
4459,oxitetraciclina,gonorrea,captopril,edema
4460,ibuprofeno,bursitis,haloperidol,esquizofrenia
4461,estrona,hipogonadismo,carbamazepina,epilepsia
4462,efedrina,hipopiesis,doxiciclina,lues
4463,ibuprofeno,inflamacion,cisaprida,estreñimiento
4464,guaifenesina,bronquitis,ciclofosfamida,hemosiderosis
4465,linezolid,neumonia,azitromicina,tonsilitis
4466,cefotaxima,sepsis,atorvastatina,hipertrigliceridemia
4467,topiramato,dolor,citrato,acidosis
4468,testosterona,hipogonadismo,meropenem,neutropenia
4469,dexametasona,vomitos,alcanfor,dolor
4470,procarbazina,melanoma,oxigeno,gangrenoso
4471,prazicuantel,helmintosis,minoxidil,calvicie
4472,teofilina,asma,guaifenesina,rinitis
4473,glicerina,dermatitis,glicerina,estreñimiento
4474,prometazina,nauseoso,carbamazepina,esquizofrenia
4475,pamidronato,hipercalcemia,insulina,humano
4476,glicerina,estreñimiento,glucosa,hipoglucemia
4477,tetraciclina,bronquitis,nabumetona,dolor
4478,rifampicina,lepra,amoxicilina,listerelosis
4479,claritromicina,tonsilitis,clorpromazina,esquizofrenia
4480,propofol,delirio,lidocaina,dolor
4481,ibuprofeno,inflamacion,efedrina,rinitis
4482,propranolol,taquiarritmia,insulina,hiperglicemia
4483,propranolol,taquiarritmia,fenilefrina,hipopiesis
4484,testosterona,hipogonadismo,azitromicina,tonsilitis
4485,oxacilina,septicemia,cetoconazol,leishmaniosis
4486,propiltiouracilo,bocio,gabapentina,dolor
4487,opio,dolor,levofloxacino,pielonefritis
4488,probenecid,gota,dexametasona,nauseoso
4489,ibuprofeno,gota,gabapentina,dolor
4490,temozolomida,melanoma,ciprofloxacino,osteomielitis
4491,doxilamina,cefalodinia,clorpromazina,vomitos
4492,metilfenidato,narcolepsia,levofloxacino,bronquitis
4493,nortriptilina,dolor,mentol,dolor
4494,flecainida,taquiarritmia,paracetamol,dolor
4495,sildenafilo,impotencia,mitoxantrona,linfoma
4496,tetraciclina,lues,hidroclorotiazida,edema
4497,sulfametoxazol,bronquitis,atorvastatina,hipercolesterolemia
4498,dexametasona,rinitis,paracetamol,dolor
4499,vincristina,neuroblastoma,sucralfato,neumonia
4500,naproxeno,gota,itraconazol,neutropenia
4501,propranolol,taquiarritmia,bleomicina,melanoma
4502,sucralfato,esofagitis,mitoxantrona,linfoma
4503,mitoxantrona,linfoma,carisoprodol,miositis
4504,mesna,cistitis,clonidina,diarrea
4505,metilfenidato,narcolepsia,metadona,dolor
4506,glucagon,hipoglucemia,glucagon,anafilaxia
4507,teofilina,asma,propofol,dolor
4508,meclozina,vomitos,fluorouracilo,keratosis
4509,metilfenidato,narcolepsia,l arginina,alcalosis
4510,etoposido,leucemia,doxilamina,rinitis
4511,meropenem,apendicitis,dextran,shock
4512,morfina,dolor,cefuroxima,faringitis
4513,trombina,sangrado,mercaptopurina,linfoma
4514,vincristina,neuroblastoma,naproxeno,inflamacion
4515,venlafaxina,dolor,etoposido,neuroblastoma
4516,hidroclorotiazida,edema,salbutamol,asma
4517,imipramina,dolor,calcitriol,raquitismo
4518,trimetoprima,toxoplasmosis,linezolid,neumonia
4519,ipratropio,bronquitis,indometacina,artritis
4520,vinblastina,reticulosis,propoxifeno,dolor
4521,pseudoefedrina,asma,octreotida,adenoma
4522,teofilina,apnea,meticilina,osteomielitis
4523,pseudoefedrina,rinitis,cefotaxima,gonorrea
4524,fluoxetina,bulimia,prostaciclina,arteriosclerosis
4525,ceftazidima,neumonia,tirocalcitonina,osteoporosis
4526,permetrina,prurito,guaifenesina,bronquitis
4527,levofloxacino,neumonia,dihidrocodeina,dolor
4528,tiroxina,tirotoxicosis,clomipramina,dolor
4529,ciprofloxacino,osteomielitis,carboplatino, m osteosarcoma
4530,nabumetona,inflamacion,levofloxacino,neumonia
4531,tiroglobulina,tirotoxicosis,moxifloxacino,sinusitis
4532,pamidronato,hipercalcemia,ampicilina,listerelosis
4533,vinblastina,reticulosis,acemanan,leucemia
4534,fenitoina,epilepsia,epinefrina,taquiarritmia
4535,meprobamato,espasmo,gabapentina,epilepsia
4536,tiamina,pelagra,bromocriptina,hiperprolactinemia
4537,topiramato,dolor,lindano,prurito
4538,probenecid,neurosifilis,cimetidina,urticaria
4539,vincristina,rabdosarcoma,tiabendazol,helmintosis
4540,diclorodiaminoplatino, m osteosarcoma,ceftriaxona,gonorrea
4541,colecalciferol,soriasis,atropina,bradicardia
4542,rasburicasa,uricacidemia,leucovorina,anemia
4543,dextran,shock,ceftriaxona,enteritis
4544,prednisolona,inflamacion,nabumetona,inflamacion
4545,carbamazepina,esquizofrenia,acemanan,leucemia
4546,melfalan,neuroblastoma,bleomicina,melanoma
4547,fenilefrina,hipopiesis,diclorodiaminoplatino,melanoma
4548,ciclofosfamida,rabdosarcoma,ciprofloxacino,osteomielitis
4549,sucralfato,neumonia,calcitriol,soriasis
4550,atropina,envenenamiento,salbutamol,asma
4551,sorbitol,estreñimiento,acetilcisteina,bronquiectasia
4552,ibuprofeno,inflamacion,clonidina,diarrea
4553,mesna,sangrado,meprobamato,espasmo
4554,glucagon,anafilaxia,ciprofloxacino,neutropenia
4555,fluconazol,meningitis,ciprofloxacino,fiebre
4556,sucralfato,neumonia,flucitosina,aspergilosis
4557,prednisona,inflamacion,medroxiprogesterona,amenorrea
4558,rifabutina,tuberculosis,cefuroxima,sinusitis
4559,desmopresina,sangrado,atropina,bradicardia
4560,epinefrina,glaucoma,citalopram,demencia
4561,prometazina,rinitis,claritromicina,sinusitis
4562,dopamina,shock,clonidina,dismenorrea
4563,ametopterina,soriasis,ciprofloxacino,osteomielitis
4564,temozolomida,melanoma,metilprednisolona,hipersensibilidad
4565,tacrolimus,dermatitis,fluoxetina,bulimia
4566,meclozina,vertigo,irinotecan,linfoma
4567,teofilina,asma,fluorouracilo,keratosis
4568,tiamina,beriberi,desmopresina,enuresis
4569,enoxaparina,tromboflebitis,ampicilina,meningitis
4570,procarbazina,melanoma,cefuroxima,impetigo
4571,nistatina,candidosis,cerivastatina,hipertrigliceridemia
4572,sucralfato,esofagitis,eritromicina,coqueluche
4573,fenilpropanolamina,rinitis,epinefrina,glaucoma
4574,cetoconazol,candidosis,clozapina,esquizofrenia
4575,indometacina,dolor,acemanan,leucemia
4576,ceftriaxona,epididimitis,calcitriol,hipocalcemia
4577,quinina,babesiasis,guaifenesina,tos
4578,pamidronato,hipercalcemia,levofloxacino,pielonefritis
4579,irinotecan,linfoma,caspofungina,aspergilosis
4580,bismuto,disenteria,atropina,envenenamiento
4581,budesonida,rinitis,atropina,envenenamiento
4582,resorcinol,rosacea,cefotaxima,sepsis
4583,tiroxina,bocio,imipramina,enuresis
4584,carbonildiamida,hiperqueratosis,ceftriaxona,enteritis
4585,medroxiprogesterona,amenorrea,hidroxicloroquina,plasmodiosis
4586,desoxiefedrina,narcolepsia,l arginina,acidosis
4587,vancomicina,meningitis,clorpromazina,trismo
4588,permetrina,prurito,alopurinol,gota
4589,prednisolona,inflamacion,ametopterina,soriasis
4590,oxacilina,celulitis,medroxiprogesterona,amenorrea
4591,desoxiefedrina,obesidad,gemfibrozilo,hipertrigliceridemia
4592,mentol,dolor,tirocalcitonina,hipercalcemia
4593,escopolamina,disenteria,cefepima,fiebre
4594,naproxeno,bursitis,meprobamato,cefalodinia
4595,rifampicina,brucelosis,adenosina,taquiarritmia
4596,naproxeno,dismenorrea,indometacina,dolor
4597,medroxiprogesterona,amenorrea,indometacina,bursitis
4598,indometacina,bursitis,difenhidramina,urticaria
4599,vancomicina,neutropenia,feniltoloxamina,rinitis
4600,prazicuantel,bilarziasis,ketamina,dolor
4601,espironolactona,edema,cloroquina,plasmodiosis
4602,paromomicina,amebiasis,clorpromazina,nauseoso
4603,imipenem,septicemia,enoxaparina,tromboembolia
4604,prednisona,reumatismo,dextran,shock
4605,loratadina,rinitis,guaifenesina,tos
4606,sulfametoxazol,bronquitis,nilutamida,carcinoma
4607,rifabutina,tuberculosis,levetiracetam,epilepsia
4608,citalopram,demencia,ampicilina,listerelosis
4609,cefepima,sepsis,ampicilina,listerelosis
4610,mitomicina,glaucoma,ampicilina,meningitis
4611,fenazopiridina,dolor,ciclofosfamida,reumatismo
4612,metronidazol,absceso,ciprofloxacino,cistitis
4613,vincristina,neuroblastoma,guaifenesina,rinitis
4614,rofecoxib,dismenorrea,moxifloxacino,gonorrea
4615,prednisona,hipersensibilidad,indometacina,dolor
4616,nitazoxanida,diarrea,lorazepam,vomitos
4617,itraconazol,neutropenia,glucagon,hipopiesis
4618,citrato,acidosis,paracetamol,dolor
4619,naproxeno,inflamacion,esomeprazol,acidez
4620,levofloxacino,neumonia,cerivastatina,hipercolesterolemia
4621,pralidoxima,envenenamiento,ceftriaxona,neumonia
4622,warfarina,tromboflebitis,fenilefrina,hipopiesis
4623,perfenazina,vomitos,glucagon,shock
4624,prednisona,hipersensibilidad,alopurinol,gota
4625,tiroxina,bocio,levofloxacino,tuberculosis
4626,estrona,hipogonadismo,cabergolina,hiperprolactinemia
4627,trimetoprima,bronquitis,doxilamina,rinitis
4628,docetaxel,melanoma,ceftazidima,fiebre
4629,fenobarbital,hiperbilirrubinemia,prostaciclina,purpura
4630,meclozina,vertigo,clonidina,glaucoma
4631,nitazoxanida,criptosporidiasis,cefotaxima,peritonitis
4632,escopolamina,rinitis,hidroxicarbamida,melanoma
4633,etoposido,leucemia,acetazolamida,glaucoma
4634,teofilina,bronquitis,claritromicina,bronquitis
4635,procarbazina,melanoma,carisoprodol,dolor
4636,meticilina,osteomielitis,ifosfamida,sarcoma
4637,gabapentina,epilepsia,claritromicina,bronquitis
4638,prometazina,nauseoso,clorpromazina,hipo
4639,tiamina,pelagra,acemanan,leucemia
4640,glucagon,anafilaxia,alopurinol,gota
4641,clorpromazina,nauseoso,cefotaxima,meningitis
4642,tiamina,beriberi,imipenem,septicemia
4643,nitazoxanida,giardosis,desoxiefedrina,narcolepsia
4644,oxicodona,dolor,citalopram,demencia
4645,valdecoxib,dismenorrea,albendazol,giardosis
4646,cefuroxima,impetigo,cefotaxima,gonorrea
4647,lindano,prurito,cefuroxima,impetigo
4648,heparina,tromboembolia,albendazol,giardosis
4649,meprobamato,cefalodinia,estrona,hipogonadismo
4650,ibuprofeno,gota,albendazol,giardosis
4651,ketamina,dolor,cimetidina,urticaria
4652,mebendazol,helmintosis,calcitriol,soriasis
4653,perfenazina,vomitos,pantoprazol,esofagitis
4654,propiltiouracilo,bocio,epinefrina,taquiarritmia
4655,diclorodiaminoplatino, m osteosarcoma,carisoprodol,dolor
4656,modafinilo,narcolepsia,ipratropio,bronquitis
4657,prednisolona,conjuntivitis,melfalan,neuroblastoma
4658,clonidina,diarrea,ciprofloxacino,fiebre
4659,selegilina,esquizofrenia,ciclofosfamida,neuroblastoma
4660,haloperidol,vomitos,cisaprida,dispepsia
4661,mitoxantrona,leucemia,ibuprofeno,dolor
4662,ciprofloxacino,cistitis,auranofina,penfigo
4663,rifampicina,meningitis,hidromorfona,tos
4664,prometazina,rinitis,digoxina,shock
4665,meticilina,osteomielitis,lovastatina,hipercolesterolemia
4666,lansoprazol,esofagitis,salbutamol,asma
4667,ibuprofeno,inflamacion,bromocriptina,acromegalia
4668,delta   tetrahidrocanabinol,anorexia,prednisolona,conjuntivitis
4669,fenilefrina,rinitis,perfenazina,nauseoso
4670,sulfametoxazol,toxoplasmosis,heparina,angor
4671,esomeprazol,esofagitis,l arginina,acidosis
4672,temozolomida,melanoma,insulina,humano
4673,fenilefrina,glaucoma,meropenem,apendicitis
4674,carbonildiamida,hiperqueratosis,metiltestosterona,hipogonadismo
4675,metilfenidato,narcolepsia,ceftriaxona,sepsis
4676,itraconazol,aspergilosis,fluoxetina,bulimia
4677,ametopterina, m osteosarcoma,ceftriaxona,meningitis
4678,metoclopramida,gastroparesia,lovastatina,hipertrigliceridemia
4679,rifampicina,meningitis,omeprazol,acidez
4680,moxifloxacino,bronquitis,captopril,edema
4681,ibuprofeno,gota,cimetidina,acidez
4682,vinblastina,corioepitelioma,topiramato,epilepsia
4683,rifampicina,tuberculosis,enoxaparina,angor
4684,talidomida,reticulosis,eritromicina,gonorrea
4685,pseudoefedrina,rinitis,opio,dolor
4686,metiltestosterona,hipogonadismo,bromocriptina,acromegalia
4687,fenilefrina,rinitis,moxifloxacino,sinusitis
4688,sucralfato,mucitis,niacina,pelagra
4689,moxifloxacino,bronquitis,metronidazol,rosacea
4690,paromomicina,amebiasis,levofloxacino,pielonefritis
4691,omeprazol,esofagitis,hidrocodona,tos
4692,nistatina,candidosis,dopamina,bradicardia
4693,topiramato,epilepsia,diclorodiaminoplatino,mesotelioma
4694,timolol,glaucoma,carbamazepina,esquizofrenia
4695,feniltoloxamina,urticaria,mebendazol,helmintosis
4696,vinblastina,reticulosis,gabapentina,epilepsia
4697,feniltoloxamina,urticaria,cefuroxima,faringitis
4698,fluconazol,meningitis,claritromicina,sinusitis
4699,bleomicina,sarcoma,aspirina,inflamacion
4700,prazicuantel,bilarziasis,clonidina,dolor
4701,risperidona,esquizofrenia,norfloxacino,gonorrea
4702,glucosa,hipoglucemia,etoposido,reticulosis
4703,carbonildiamida,hiperqueratosis,delta   tetrahidrocanabinol,nauseoso
4704,pseudoefedrina,asma,glicerina,dermatitis
4705,sorbitol,envenenamiento,heparina,angor
4706,desoxiefedrina,obesidad,meropenem,fiebre
4707,vincristina,leucemia,trombina,sangrado
4708,pseudoefedrina,rinitis,alprazolam,agorafobia
4709,fenfluramina,bulimia,clorpromazina,esquizofrenia
4710,calcitriol,hipocalcemia,acetilcisteina,neumonia
4711,prostaciclina,purpura,carisoprodol,espasmo
4712,nortriptilina,dolor,flucitosina,candidosis
4713,codeina,dolor,cetiricina,rinitis
4714,paraldehido,delirio,estrona,hipogonadismo
4715,esomeprazol,esofagitis,acetilcisteina,envenenamiento
4716,leflunomida,reumatismo,ceftazidima,neutropenia
4717,rifabutina,tuberculosis,cetoconazol,candidosis
4718,levofloxacino,bronquitis,ciclofosfamida,reumatismo
4719,procainamida,taquiarritmia,hidroxicarbamida,soriasis
4720,venlafaxina,dolor,glucagon,shock
4721,simvastatina,hipercolesterolemia,ampicilina,disenteria
4722,talco,neumotorax,estreptomicina,peste
4723,estreptomicina,peste,guaifenesina,sinusitis
4724,isotretinoina,leucemia,finasterida,calvicie
4725,teofilina,bradicardia,pralidoxima,envenenamiento
4726,vancomicina,meningitis,prazicuantel,helmintosis
4727,filgrastim,neutropenia,doxiciclina,lues
4728,prometazina,vomitos,glucagon,shock
4729,fenobarbital,hiperbilirrubinemia,acemanan,leucemia
4730,vincristina,rabdosarcoma,diclofenaco,dismenorrea
4731,ibuprofeno,dolor,dihidrocodeina,dolor
4732,vincristina,neuroblastoma,citarabina,leucemia
4733,pseudoefedrina,sinusitis,nilutamida,carcinoma
4734,pseudoefedrina,asma,clorpromazina,nauseoso
4735,rifampicina,brucelosis,bleomicina,sarcoma
4736,norfloxacino,prostatitis,esomeprazol,acidez
4737,oxitetraciclina,gonorrea,oxacilina,meningitis
4738,meropenem,peritonitis,glucagon,hipopiesis
4739,fenilefrina,hipopiesis,melfalan,rabdosarcoma
4740,efedrina,hipopiesis,atropina,envenenamiento
4741,quinina,babesiasis,nabumetona,dolor
4742,tiabendazol,helmintosis,l arginina,acidosis
4743,heparina,tromboflebitis,cefepima,sepsis
4744,ketamina,dolor,ceftriaxona,meningitis
4745,sulfanilamida,candidosis,clorpromazina,esquizofrenia
4746,clonidina,dismenorrea,alcanfor,dolor
4747,meropenem,apendicitis,diclorodiaminoplatino,melanoma
4748,glucagon,shock,clozapina,esquizofrenia
4749,azufre,soriasis,diclorodiaminoplatino,mesotelioma
4750,quinina,babesiasis,alopurinol,gota
4751,doxilamina,rinitis,difenhidramina,rinitis
4752,benzocaina,otalgia,aztreonam,septicemia
4753,prometazina,dolor,carboplatino, m osteosarcoma
4754,prednisolona,inflamacion,moxifloxacino,neumonia
4755,risperidona,demencia,procarbazina,linfoma
4756,pamidronato,hipercalcemia,ceftazidima,neumonia
4757,metronidazol,absceso,tirocalcitonina,osteoporosis
4758,talco,neumotorax,esomeprazol,esofagitis
4759,midazolam,desazon,diclofenaco,keratosis
4760,quinina,babesiasis,lidocaina,taquiarritmia
4761,pilocarpina,midriasis,niacina,hiperlipemia
4762,cetoconazol,histoplasmosis,atropina,bradicardia
4763,meperidina,dolor,doxiciclina,lues
4764,trimetoprima,toxoplasmosis,rifampicina,brucelosis
4765,ipratropio,bronquitis,doxiciclina,neumonia
4766,prometazina,rinitis,guaifenesina,tos
4767,risperidona,demencia,diclofenaco,keratosis
4768,fluconazol,candidosis,claritromicina,tonsilitis
4769,trimetoprima,bronquitis,clofazimina,lepra
4770,cefotaxima,peritonitis,aspirina,dolor
4771,clomipramina,dolor,tirocalcitonina,osteoporosis
4772,liotironina,bocio,cocaina,tos
4773,moxifloxacino,bronquitis,cefepima,sepsis
4774,ipratropio,bronquitis,daunorubicina,leucemia
4775,procaina,dolor,norfloxacino,cistitis
4776,naproxeno,fiebre,indometacina,inflamacion
4777,prednisolona,hipersensibilidad,cetiricina,rinitis
4778,prednisolona,hipersensibilidad,fenilefrina,glaucoma
4779,prednisolona,conjuntivitis,claritromicina,sinusitis
4780,irinotecan,leucemia,codeina,tos
4781,flucitosina,aspergilosis,benzocaina,dentalgia
4782,vincristina,leucemia,fluor,osteoporosis
4783,acetofenetidina,dolor,leucovorina,anemia
4784,enoxaparina,tromboembolia,ampicilina,disenteria
4785,gabapentina,epilepsia,ciclofosfamida,hemosiderosis
4786,prednisona,hipercalcemia,fenazopiridina,dolor
4787,acetofenetidina,fiebre,niacinamida,hiperlipemia
4788,quinina,babesiasis,nitazoxanida,criptosporidiasis
4789,meticilina,neumonia,atorvastatina,hipertrigliceridemia
4790,eritromicina,gonorrea,atropina,envenenamiento
4791,esomeprazol,esofagitis,cefotaxima,neumonia
4792,hidroxicarbamida,soriasis,cefepima,pielonefritis
4793,ciprofloxacino,neutropenia,ceftazidima,meningitis
4794,ametopterina,leucemia,medroxiprogesterona,amenorrea
4795,azufre,rosacea,bromocriptina,acromegalia
4796,metilfenidato,narcolepsia,butorfanol,dolor
4797,ivermectina,prurito,amitriptilina,dolor
4798,desoxiefedrina,narcolepsia,ciclofosfamida,rabdosarcoma
4799,tramadol,dolor,ibuprofeno,dismenorrea
4800,warfarina,tromboembolia,nitroglicerina,eclampsia
4801,teofilina,bronquitis,ceftriaxona,peritonitis
4802,metronidazol,giardosis,meprobamato,cefalodinia
4803,loratadina,urticaria,hidrocodona,tos
4804,carboplatino, m osteosarcoma,ampicilina,disenteria
4805,cetoconazol,histoplasmosis,finasterida,calvicie
4806,naproxeno,fiebre,cocaina,tos
4807,propranolol,taquiarritmia,desoxiefedrina,obesidad
4808,fenilefrina,glaucoma,difenhidramina,rinitis
4809,hidroxicarbamida,leucocitosis,furosemida,edema
4810,risperidona,demencia,rifabutina,tuberculosis
4811,pantoprazol,esofagitis,niacinamida,pelagra
4812,procarbazina,linfoma,fenilpropanolamina,obesidad
4813,lansoprazol,esofagitis,itraconazol,histoplasmosis
4814,sulfametoxazol,toxoplasmosis,colecalciferol,osteoporosis
4815,fenilpropanolamina,rinitis,ametopterina,soriasis
4816,isoniazida,tuberculosis,esomeprazol,esofagitis
4817,simvastatina,hipertrigliceridemia,cefepima,neutropenia
4818,gabapentina,epilepsia,diclorodiaminoplatino,mesotelioma
4819,prazicuantel,helmintosis,ibuprofeno,inflamacion
4820,imipenem,septicemia,calcitriol,hiperparatiroidismo
4821,tiamina,pelagra,mitoxantrona,linfoma
4822,tacrolimus,dermatitis,propranolol,taquiarritmia
4823,cisaprida,estreñimiento,aciclovir,varicela
4824,selegilina,esquizofrenia,metronidazol,enterocolitis
4825,temozolomida,melanoma,ibuprofeno,inflamacion
4826,procarbazina,linfoma,acetilcisteina,envenenamiento
4827,trimetoprima,toxoplasmosis,haloperidol,vomitos
4828,flecainida,taquiarritmia,diclofenaco,fotofobia
4829,haloperidol,vomitos,glicerina,estreñimiento
4830,indometacina,inflamacion,ampicilina,disenteria
4831,teofilina,asma,epinefrina,taquiarritmia
4832,metronidazol,absceso,leflunomida,reumatismo
4833,colchicina,gota,cefotaxima,neumonia
4834,citrato,acidosis,ciprofloxacino,osteomielitis
4835,vinblastina,corioepitelioma,clorpromazina,trismo
4836,ciprofloxacino,neutropenia,ampicilina,meningitis
4837,tiroglobulina,tirotoxicosis,propiltiouracilo,bocio
4838,dopamina,shock,digoxina,shock
4839,brimonidina,glaucoma,salbutamol,asma
4840,ciclofosfamida,rabdosarcoma,l arginina,acidosis
4841,epinefrina,taquiarritmia,cloroquina,plasmodiosis
4842,estreptomicina,peste,dextran,shock
4843,metilprednisolona,inflamacion,hidrocodona,dolor
4844,cefepima,neutropenia,alcanfor,dolor
4845,eritromicina,coqueluche,ceftriaxona,meningitis
4846,sucralfato,gastritis,imipenem,septicemia
4847,olanzapina,esquizofrenia,desoxiefedrina,narcolepsia
4848,tetraciclina,lues,dextrometorfano,tos
4849,niacina,hiperlipemia,itraconazol,onicomicosis
4850,cetiricina,urticaria,cefotaxima,peritonitis
4851,meperidina,dolor,l arginina,alcalosis
4852,prometazina,nauseoso,ibuprofeno,bursitis
4853,propoxifeno,dolor,cerivastatina,hipertrigliceridemia
4854,sucralfato,gastritis,dietilestilbestrol,carcinoma
4855,oxigeno,neumonia,itraconazol,candidosis
4856,nilutamida,carcinoma,desoxiefedrina,obesidad
4857,hidroquinona,hiperpigmentacion,celecoxib,dismenorrea
4858,prednisolona,reumatismo,efedrina,asma
4859,cefuroxima,gonorrea,ampicilina,gonorrea
4860,fluconazol,candidosis,carisoprodol,miositis
4861,modafinilo,narcolepsia,indometacina,inflamacion
4862,mitoxantrona,sarcoma,glucagon,shock
4863,ibuprofeno,inflamacion,difenhidramina,rinitis
4864,prednisona,hipersensibilidad,feniltoloxamina,urticaria
4865,nandrolona,anemia,ceftriaxona,sepsis
4866,meclozina,vomitos,clonazepam,neuralgia
4867,lidocaina,dolor,leflunomida,reumatismo
4868,probenecid,gonorrea,cortisol,shock
4869,sulfametoxazol,bronquitis,filgrastim,neutropenia
4870,propofol,delirio,dextran,shock
4871,opio,dolor,tirocalcitonina,osteoporosis
4872,cefepima,fiebre,atropina,envenenamiento
4873,prednisona,hipercalcemia,naproxeno,inflamacion
4874,ciprofloxacino,gonorrea,caspofungina,aspergilosis
4875,teofilina,bradicardia,clonazepam,neuralgia
4876,glucagon,hipoglucemia,ampicilina,gonorrea
4877,temozolomida,melanoma,doxiciclina,neumonia
4878,enoxaparina,angor,dexametasona,nauseoso
4879,probenecid,neurosifilis,diclofenaco,keratosis
4880,sucralfato,esofagitis,ibuprofeno,dismenorrea
4881,irinotecan,leucemia,hidroxicarbamida,soriasis
4882,difenhidramina,nauseoso,atropina,bradicardia
4883,prometazina,rinitis,diclorodiaminoplatino, m osteosarcoma
4884,espironolactona,edema,guaifenesina,tos
4885,risperidona,esquizofrenia,glucagon,shock
4886,metronidazol,absceso,etoposido,neuroblastoma
4887,hidrocodona,tos,codeina,dolor
4888,nandrolona,anemia,meprobamato,espasmo
4889,minoxidil,calvicie,gemfibrozilo,hipercolesterolemia
4890,pilocarpina,asialia,clorpromazina,trismo
4891,warfarina,tromboembolia,itraconazol,leishmaniosis
4892,irinotecan,leucemia,claritromicina,tonsilitis
4893,imipenem,septicemia,albendazol,toxocariasis
4894,norfloxacino,prostatitis,filgrastim,neutropenia
4895,prednisona,reumatismo,flutamida,hirsutismo
4896,eritromicina,lues,cocaina,dolor
4897,hidroxicloroquina,reumatismo,adenosina,taquiarritmia
4898,fenol,dolor,itraconazol,candidosis
4899,estreptomicina,yatobyo,meprobamato,cefalodinia
4900,sulfatiazol,vaginitis,hidromorfona,tos
4901,talco,neumotorax,l arginina,alcalosis
4902,espironolactona,hipokalemia,itraconazol,onicomicosis
4903,valdecoxib,dismenorrea,ciprofloxacino,neutropenia
4904,fluor,osteoporosis,bismuto,disenteria
4905,azufre,rosacea,oxigeno,neumonia
4906,diclorodiaminoplatino,melanoma,alprazolam,agorafobia
4907,pralidoxima,envenenamiento,oxacilina,septicemia
