,Term1,Term2,Term3,Term4
3871,neuritis,nervio,duodenitis,duodeno
3872,glaucoma,ojo,duodenitis,duodeno
3873,picazon,piel,prognatismo,mandibula
3874,vaginitis,vagina,reumatismo,articulaciones
3875,gingivitis,mandibula,coroiditis,uvea
3876,retinitis,retina,queratitis,cornea
3877,alinfocitosis,linfocito,hidronefrosis,riñon
3878,piedra,cabello,neuromielitis,nervio
3879,taquiarritmia,corazon,prurito,piel
3880,septicemia,sangre,meningococemia,sangre
3881,escleritis,esclerotica,liposarcoma,piel
3882,nefrocalcinosis,riñon,mielitis,cerebro
3883,osteomielitis,cartilago,endocarditis,endocardio
3884,poliosis,piel,petequias,piel
3885,reflujo,abdomen,presbicia,ojo
3886,nefritis,riñon,albinismo,piel
3887,vertigo,cerebro,epistaxis,nariz
3888,rinorrea,nariz,acidez,piel
3889,glositis,lengua,colestasis,higado
3890,queratoconjuntivitis,cornea,dismenorrea,utero
3891,polineuropatia,nervio,criptorquidia,pelvis
3892,epilepsia,cerebro,crup,laringe
3893,tendonitis,articulaciones,hidronefrosis,riñon
3894,pesadilla,cerebro,insulinoma,abdomen
3895,osteomalacia,cartilago,cefalodinia,cabeza
3896,amordazar,esofago,epistaxis,nariz
3897,keratosis,piel,insulinoma,abdomen
3898,osteopenia,cartilago,mastitis,mama
3899,reflujo,abdomen,soriasis,piel
3900,fototoxicidad,piel,gingivoestomatitis,mandibula
3901,estornudo,nariz,meningoencefalitis,cerebro
3902,rubor,piel,absceso,piel
3903,vaginitis,vagina,poiquilodermia,piel
3904,politricosis,piel,calvicie,piel
3905,hepatomegalia,higado,cefalodinia,cabeza
3906,insomnio,cerebro,progeria,piel
3907,artrogrifosis,articulaciones,diaforesis,piel
3908,presbicia,ojo,acalasia,abdomen
3909,retinitis,retina,dislexia,cerebro
3910,tinnitus,laberinto,noma,mandibula
3911,antrax,piel,amuck,cerebro
3912,mastitis,mama,despierto,cerebro
3913,sudoracion,cabello,reflujo,esofago
3914,neuropatia,nervio,hepatoesplenomegalia,higado
3915,neuritis,nervio,glomerulonefritis,riñon
3916,reflujo,abdomen,hiperbilirrubinemia,higado
3917,pustula,piel,politricosis,cabello
3918,mielitis,cerebro,maloclusion,mandibula
3919,poliosis,piel,escencia,nariz
3920,demencia,cerebro,calvicie,cabello
3921,narcolepsia,cerebro,queratitis,cornea
3922,prostatitis,prostata,demencia,cerebro
3923,esteatohepatitis,higado,emetropia,ojo
3924,vitiligo,piel,dismenorrea,utero
3925,narcolepsia,cerebro,queratocono,cornea
3926,pleuroneumonia,pleura,fascitis,fascia
3927,insulinoma,abdomen,rubor,piel
3928,palidez,piel,deslumbramiento,ojo
3929,desgarro,piel,ambliopia,ojo
3930,gingivoestomatitis,mandibula,emetropia,ojo
3931,vaccina,piel,parasoriasis,piel
3932,retinitis,ojo,mareo,cerebro
3933,mastitis,mama,delirio,cerebro
3934,reflujo,esofago,atelectasia,pulmon
3935,fotofobia,ojo,fascitis,fascia
3936,parasoriasis,piel,noma,mandibula
3937,vertigo,cerebro,hipersomnia,cerebro
3938,narcosis,cerebro,paperas,mandibula
3939,retinoblastoma,retina,angioedema,piel
3940,tinnitus,laberinto,crup,laringe
3941,escotoma,ojo,poiquilodermia,piel
3942,nefrocalcinosis,riñon,crup,traquea
3943,reflujo,abdomen,encefalomielitis,cerebro
3944,tatuaje,piel,queratocono,cornea
3945,miocarditis,miocardio,mielitis,cerebro
3946,hiperbilirrubinemia,higado,hemotorax,pleura
3947,poiquilodermia,piel,mediastinitis,mediastino
3948,variola,piel,guiño,ojo
3949,pterigion,cornea,nefritis,riñon
3950,fotofobia,ojo,anquiloglosia,cara
3951,poliartritis,articulaciones,dermatomicosis,cabello
3952,estornudo,nariz,hidronefrosis,riñon
3953,rosacea,piel,poliartritis,articulaciones
3954,estrabismo,ojo,rinorrea,nariz
3955,progeria,piel,acidez,piel
3956,insulinoma,abdomen,glositis,lengua
3957,lipodistrofia,piel,mareo,cerebro
3958,hiperostosis,cartilago,fibrilacion,corazon
3959,mielitis,cerebro,lipodistrofia,piel
3960,midriasis,pupilar,calvicie,piel
3961,silicatosis,pulmon,hiperemia,cabello
3962,orquitis,testiculo,artrogrifosis,cerebro
3963,pleuroneumonia,pleura,ictericia,piel
3964,lipoatrofia,piel,epistaxis,nariz
3965,conjuntivitis,conjuntiva,posimagen,ojo
3966,esplenomegalia,bazo,pleuroneumonia,pulmon
3967,epididimitis,testiculo,cataplexia,cerebro
3968,polineuritis,nervio,queratitis,cornea
3969,neuralgia,nervio,keratosis,piel
3970,hipernasalidad,nariz,duodenitis,duodeno
3971,alinfocitosis,linfocito,endometritis,endometrio
3972,neumonitis,pulmon,dislexia,cerebro
3973,hemoptisis,expectoracion,queilitis,mandibula
3974,hipersomnia,cerebro,excoriacion,piel
3975,parasomnia,cerebro,keratosis,piel
3976,microencefalia,cerebro,alodinia,piel
3977,despierto,cerebro,calvicie,cabello
3978,xerodermia,piel,glositis,lengua
3979,hidronefrosis,riñon,contextura,piel
3980,hiperbilirrubinemia,higado,gingivitis,encia
3981,vertigo,cerebro,asma,pulmon
3982,nefrocalcinosis,riñon,lanugo,cabello
3983,esclerodermia,fascia,poliartritis,articulaciones
3984,hiperpigmentacion,piel,epistaxis,nariz
3985,sinovitis,articulaciones,neumotorax,pleura
3986,gastrinoma,duodeno,bacteriemia,sangre
3987,asialia,saliva,pitiriasis,piel
3988,onicomicosis,piel,fascitis,fascia
3989,scrapie,posencefalo,dermatomicosis,piel
3990,hepatoesplenomegalia,higado,amuck,cerebro
3991,vaginitis,vagina,albinismo,piel
3992,gingivitis,encia,afaquia,cristalino
3993,piedra,cabello,fotofobia,ojo
3994,nefritis,riñon,anquiloglosia,mandibula
3995,hiperreflexia,nervio,cicatriz,piel
3996,vertigo,laberinto,polineuropatia,nervio
3997,ambidiestro,cerebro,calvicie,piel
3998,gota,sangre,asma,pulmon
3999,poliosis,piel,fotopsia,ojo
4000,disfluidez,cerebro,afaquia,cristalino
4001,uremia,riñon,conjuntivitis,ojo
4002,dermatomicosis,piel,bruxismo,mandibula
4003,pitiriasis,piel,nefritis,riñon
4004,politricosis,cabello,fibrilacion,corazon
4005,osteomielitis,cartilago,crup,traquea
4006,soriasis,piel,hipersomnia,cerebro
4007,meningoencefalitis,cerebro,rubor,cara
4008,glomerulonefritis,riñon,diaforesis,cabello
4009,pterigion,cornea,kuru,cerebro
4010,retinoblastoma,retina,mediastinitis,mediastino
4011,neuropatia,nervio,bacteriemia,sangre
4012,sepsis,sangre,neumotorax,pleura
4013,hidrotorax,pleura,queilitis,mandibula
4014,pleuroneumonia,pulmon,albinismo,ojo
4015,ictericia,piel,hiperostosis,cartilago
4016,neuralgia,nervio,hepatitis,higado
4017,criptorquidia,testiculo,crup,laringe
4018,miliaria,piel,glositis,mandibula
4019,midriasis,pupilar,hemocromatosis,higado
4020,poiquilodermia,piel,maniaco,cerebro
4021,poliartritis,articulaciones,ambidiestro,cerebro
4022,queratocono,cornea,duodenitis,duodeno
4023,pterigion,cornea,prognatismo,cartilago
4024,sudoracion,piel,periodontitis,mandibula
4025,liposarcoma,piel,anquiloglosia,lengua
4026,conjuntivitis,conjuntiva,bronconeumonia,pulmon
4027,sepsis,sangre,lipodistrofia,piel
4028,epilepsia,cerebro,ambliopia,ojo
4029,criptorquidia,pelvis,celulitis,piel
4030,viremia,sangre,hiperbilirrubinemia,higado
4031,xerodermia,piel,astigmatismo,ojo
4032,raquitismo,cartilago,apendicitis,apendice
4033,equimosis,cabello,coriorretinitis,retina
4034,hipernasalidad,nariz,encandilamiento,ojo
4035,hemoptisis,expectoracion,amuck,cerebro
4036,uveitis,ojo,eczema,piel
4037,desvanecimiento,cerebro,duodenitis,duodeno
4038,cicatriz,piel,atelectasia,pulmon
4039,taurodontismo,lengua,eczema,piel
4040,tendonitis,articulaciones,coroiditis,uvea
4041,laminitis,pezuña,bronconeumonia,pulmon
4042,hemocromatosis,higado,dislexia,cerebro
4043,pustula,piel,hipomania,cerebro
4044,gastrinoma,duodeno,hiperemia,cabello
4045,vaginitis,vagina,gastrinoma,duodeno
4046,acidez,piel,deslumbramiento,ojo
4047,asialia,mandibula,osteopenia,cartilago
4048,laminitis,pezuña,anquiloglosia,lengua
4049,nistagmo,ojo,encandilamiento,ojo
4050,queratoconjuntivitis,cornea,acne,piel
4051,polineuritis,nervio,osteoma,cartilago
4052,miocarditis,miocardio,hipomania,cerebro
4053,maniaco,cerebro,aura,cerebro
4054,ovulatorio,ovario,amuck,cerebro
4055,gingivitis,mandibula,eczema,piel
4056,cecitis,ciego,encandilamiento,ojo
4057,variola,piel,meningoencefalitis,cerebro
4058,uremia,riñon,epistaxis,nariz
4059,poliosis,piel,poiquilodermia,piel
4060,epistaxis,nariz,posimagen,ojo
4061,osteitis,cartilago,coriorretinitis,retina
4062,nistagmo,ojo,lanugo,cabello
4063,sudoracion,piel,parestesia,piel
4064,mirada,ojo,aturdimiento,cerebro
4065,contextura,piel,amaurosis,ojo
4066,pterigion,cornea,diaforesis,cabello
4067,acidez,piel,gingivoestomatitis,encia
4068,hepatoesplenomegalia,higado,dismenorrea,utero
4069,esteatohepatitis,higado,neuropatia,nervio
4070,insulinoma,pancreas,corvaza,articulaciones
4071,miliaria,piel,artritis,articulaciones
4072,pioderma,piel,hepatoesplenomegalia,bazo
4073,variola,piel,queratitis,cornea
4074,maloclusion,mandibula,emetropia,ojo
4075,periodontitis,mandibula,neuromielitis,nervio
4076,ictericia,piel,conjuntivitis,conjuntiva
4077,uveitis,ojo,mareo,cerebro
4078,penfigo,piel,foliculitis,piel
4079,pancreatitis,pancreas,acalasia,abdomen
4080,sepsis,sangre,ambidiestro,cerebro
4081,asialia,saliva,vertigo,cerebro
4082,reumatismo,articulaciones,nistagmo,ojo
4083,desmayo,cerebro,nistagmo,ojo
4084,palidez,cara,apendicitis,apendice
4085,variola,piel,anovulatorio,ovario
4086,queratitis,cornea,esofagitis,esofago
4087,gota,sangre,posimagen,ojo
4088,poiquilodermia,piel,encefalomielitis,cerebro
4089,pancreatitis,pancreas,gingivitis,mandibula
4090,diplopia,ojo,calvicie,piel
4091,pitiriasis,piel,microencefalia,cerebro
4092,cecitis,ciego,progeria,piel
4093,neuritis,nervio,calvicie,cabello
4094,mediastinitis,mediastino,anovulatorio,ovario
4095,noma,piel,ginecomastia,mama
4096,excoriacion,piel,somnolencia,cerebro
4097,uremia,riñon,queilitis,mandibula
4098,periodontitis,mandibula,laminitis,pezuña
4099,pterigion,conjuntiva,coriorretinitis,coroides
4100,retinoblastoma,retina,equimosis,cabello
4101,taurodontismo,cara,aura,cerebro
4102,equimosis,cabello,dermatitis,piel
4103,stare,ojo,mirada,ojo
4104,pielonefritis,riñon,dermatomicosis,cabello
4105,hirsutismo,cabello,demencia,cerebro
4106,endometritis,endometrio,queilitis,mandibula
4107,osteopenia,cartilago,diaforesis,cabello
4108,vaccina,piel,acrodermatitis,piel
4109,vaccina,piel,taurodontismo,mandibula
4110,nefrocalcinosis,riñon,flictena,piel
4111,neumonia,pulmon,queratoconjuntivitis,ojo
4112,traqueitis,traquea,queratocono,cornea
4113,vitiligo,piel,miocarditis,miocardio
4114,polineuropatia,nervio,hiperemia,cabello
4115,piometra,utero,pericarditis,corazon
4116,estrabismo,ojo,hemocromatosis,higado
4117,polio,cerebro,osteoporosis,cartilago
4118,sepsis,sangre,parasoriasis,piel
4119,hiperqueratosis,piel,hepatitis,higado
4120,taurodontismo,lengua,excoriacion,piel
4121,vitiligo,piel,pericarditis,corazon
4122,noma,mandibula,mielitis,cerebro
4123,pleuresia,pleura,miliaria,piel
4124,purpura,piel,uricacidemia,sangre
4125,espondilosis,articulaciones,mielitis,cerebro
4126,cianosis,cabello,coriorretinitis,coroides
4127,cecitis,ciego,hemotorax,pleura
4128,rubor,cara,mareo,cerebro
4129,gingivoestomatitis,encia,epistaxis,nariz
4130,equimosis,cabello,corvaza,articulaciones
4131,vaginitis,vagina,priapismo,pene
4132,uremia,riñon,hepatitis,higado
4133,vertigo,laberinto,uricacidemia,sangre
4134,fotofobia,ojo,queratoconjuntivitis,ojo
4135,queratitis,cornea,glaucoma,ojo
4136,equimosis,cabello,anquiloglosia,mandibula
4137,impetigo,piel,hemoptisis,expectoracion
4138,emetropia,ojo,aturdimiento,cerebro
4139,hemotorax,pleura,cataplexia,cerebro
4140,dislexia,cerebro,anovulatorio,ovario
4141,erisipela,piel,amuck,cerebro
4142,tinnitus,laberinto,neumotorax,pleura
4143,progeria,piel,maloclusion,mandibula
4144,pancreatitis,pancreas,queratoconjuntivitis,cornea
4145,queratoconjuntivitis,ojo,hiperreflexia,nervio
4146,ciatica,articulaciones,laberintitis,laberinto
4147,politricosis,piel,somnolencia,cerebro
4148,tatuaje,piel,contextura,cara
4149,politricosis,cabello,amuck,cerebro
4150,meningococemia,sangre,anquiloglosia,lengua
4151,pterigion,cornea,acrodermatitis,piel
4152,asialia,mandibula,amordazar,esofago
4153,glomerulonefritis,riñon,fascitis,fascia
4154,variola,piel,dermatomiositis,piel
4155,uremia,riñon,tracoma,ojo
4156,cianosis,piel,colestasis,higado
4157,neumoconiosis,pulmon,osteomielitis,cartilago
4158,orquitis,testiculo,uricacidemia,sangre
4159,queratoconjuntivitis,conjuntiva,asma,pulmon
4160,fotopsia,ojo,dismenorrea,utero
4161,disfluidez,cerebro,anovulatorio,ovario
4162,priapismo,pene,artritis,articulaciones
4163,osteoma,cartilago,guiño,ojo
4164,acidez,esofago,celulitis,piel
4165,asialia,saliva,abrasion,piel
4166,eczema,piel,diplopia,ojo
4167,fotofobia,ojo,coroiditis,retina
4168,tendonitis,articulaciones,celulitis,piel
4169,prostatitis,prostata,escencia,nariz
4170,silicatosis,pulmon,poiquilodermia,piel
4171,amordazar,esofago,crup,laringe
4172,queratitis,ojo,anovulatorio,ovario
4173,septicemia,sangre,hiperbilirrubinemia,higado
4174,dislexia,cerebro,alodinia,piel
4175,tatuaje,piel,prurito,piel
4176,palidez,cara,hiperqueratosis,piel
4177,acidez,piel,coroiditis,coroides
4178,hemoptisis,expectoracion,aura,cerebro
4179,bronquiolitis,pulmon,calvicie,piel
4180,neuritis,nervio,alinfocitosis,linfocito
4181,soriasis,piel,artrogrifosis,articulaciones
4182,escleritis,esclerotica,dislexia,cerebro
4183,vitiligo,piel,cianosis,piel
4184,bruxismo,mandibula,calvicie,cabello
4185,desmayo,cerebro,acalasia,abdomen
4186,nistagmo,ojo,epididimitis,epididimo
4187,sinovitis,articulaciones,acidez,piel
4188,lepra,piel,gota,sangre
4189,petequias,piel,hipersomnia,cerebro
4190,paraqueratosis,piel,ictericia,piel
4191,neumotorax,pleura,parasoriasis,piel
4192,taurodontismo,mandibula,disfluidez,cerebro
4193,sepsis,sangre,ciatica,articulaciones
4194,taurodontismo,mandibula,pleuroneumonia,pulmon
4195,orquitis,testiculo,amuck,cerebro
4196,endocarditis,endocardio,amuck,cerebro
4197,neuralgia,nervio,alodinia,piel
4198,piedra,piel,insulinoma,pancreas
4199,pleuresia,pleura,artrogrifosis,cerebro
4200,prurito,piel,polio,cerebro
4201,raquitismo,cartilago,amaurosis,ojo
4202,nistagmo,ojo,coriorretinitis,retina
4203,neumotorax,pleura,colestasis,higado
4204,uveitis,ojo,esclerodermia,fascia
4205,hiperbilirrubinemia,higado,dismenorrea,utero
4206,estrabismo,ojo,somnolencia,cerebro
4207,asialia,mandibula,artralgia,articulaciones
4208,palidez,cara,politricosis,cabello
4209,purpura,piel,hipomania,cerebro
4210,pesadilla,cerebro,mastitis,mama
4211,gingivoestomatitis,mandibula,conjuntivitis,ojo
4212,politricosis,cabello,encandilamiento,ojo
4213,pioderma,piel,rubor,cara
4214,pterigion,cornea,meningococemia,sangre
4215,osteoporosis,cartilago,gastrinoma,duodeno
4216,parestesia,piel,palidez,piel
4217,onicomicosis,piel,artralgia,articulaciones
4218,hidrotorax,pleura,atelectasia,pulmon
4219,pericarditis,corazon,politricosis,piel
4220,gingivitis,mandibula,epilepsia,cerebro
4221,raquitismo,cartilago,poiquilodermia,piel
4222,miopia,ojo,agiria,cerebro
4223,noma,piel,anquiloglosia,mandibula
4224,desgarro,piel,queloide,piel
4225,midriasis,pupilar,disfluidez,cerebro
4226,acidez,esofago,aturdimiento,cerebro
4227,dermatomicosis,cabello,amiantosis,pulmon
4228,variola,piel,orquitis,testiculo
4229,carotico,cerebro,pancreatitis,pancreas
4230,psitacosis,pulmon,aura,cerebro
4231,esclerodermia,fascia,progeria,piel
4232,gingivitis,encia,queilitis,mandibula
4233,asialia,saliva,cefalodinia,cabeza
4234,scrapie,cerebro,pioderma,piel
4235,retinoblastoma,retina,fascitis,fascia
4236,tinnitus,laberinto,coriorretinitis,coroides
4237,osteoporosis,cartilago,diaforesis,cabello
4238,tinnitus,laberinto,coroiditis,coroides
4239,onicomicosis,piel,mediastinitis,mediastino
4240,presbicia,ojo,encandilamiento,ojo
4241,esteatohepatitis,higado,hiperemia,piel
4242,estrabismo,ojo,periodontitis,mandibula
4243,sudoracion,piel,neuromielitis,nervio
4244,pterigion,cornea,neuritis,nervio
4245,reflujo,esofago,despierto,cerebro
4246,fototoxicidad,piel,hiperostosis,cartilago
4247,neuralgia,nervio,agiria,cerebro
4248,retinitis,coroides,coroiditis,retina
4249,queratoconjuntivitis,ojo,eczema,piel
4250,nefrocalcinosis,riñon,anquiloglosia,lengua
4251,vitiligo,piel,parasoriasis,piel
4252,osteoporosis,cartilago,uricacidemia,sangre
4253,endometritis,endometrio,criptorquidia,pelvis
4254,diplopia,ojo,astigmatismo,ojo
4255,prognatismo,mandibula,amuck,cerebro
4256,esclerodermia,fascia,osteomielitis,cartilago
4257,peritonitis,peritoneo,hirsutismo,cabello
4258,conjuntivitis,ojo,artrogrifosis,articulaciones
4259,liposarcoma,piel,ictericia,piel
4260,onicomicosis,piel,diaforesis,cabello
4261,agiria,cerebro,kuru,cerebro
4262,sudoracion,piel,psitacosis,pulmon
4263,vertigo,laberinto,epididimitis,testiculo
4264,poliosis,piel,rubor,cabello
4265,pterigion,cornea,fibromialgia,articulaciones
4266,taurodontismo,lengua,deslumbramiento,ojo
4267,fibrilacion,corazon,anquiloglosia,mandibula
4268,epilepsia,cerebro,anquiloglosia,mandibula
4269,progeria,piel,aura,cerebro
4270,celulitis,piel,artrogrifosis,cerebro
4271,poliartritis,articulaciones,neumonia,pulmon
4272,asialia,saliva,neuritis,nervio
4273,retinoblastoma,retina,desvanecimiento,cerebro
4274,sudoracion,piel,albinismo,ojo
4275,uveitis,ojo,escleritis,esclerotica
4276,pleuresia,pleura,artralgia,articulaciones
4277,psitacosis,pulmon,neuralgia,nervio
4278,rinofima,piel,osteomielitis,cartilago
4279,onicomicosis,piel,guiño,ojo
4280,sudoracion,piel,purpura,piel
4281,epididimitis,testiculo,bronquiolitis,pulmon
4282,retinoblastoma,retina,aturdimiento,cerebro
4283,miocarditis,miocardio,antrax,piel
4284,pancreatitis,pancreas,laberintitis,laberinto
4285,uveitis,ojo,pitiriasis,piel
4286,ginecomastia,mama,antrax,piel
4287,piometra,utero,maloclusion,mandibula
4288,priapismo,pene,fascitis,fascia
4289,osteomielitis,cartilago,contextura,cara
4290,periodontitis,mandibula,rubor,cabello
4291,nistagmo,ojo,diaforesis,cabello
4292,erisipela,piel,cianosis,piel
4293,queratoconjuntivitis,conjuntiva,bacteriemia,sangre
4294,hepatoesplenomegalia,bazo,coriorretinitis,coroides
4295,paraqueratosis,piel,criptorquidia,pelvis
4296,politricosis,piel,dermatomiositis,piel
4297,progeria,piel,miopia,ojo
4298,criptorquidia,pelvis,ambidiestro,cerebro
4299,epididimitis,testiculo,diaforesis,cabello
4300,neumotorax,pleura,fascitis,fascia
4301,hiperemia,cabello,atelectasia,pulmon
4302,tinnitus,laberinto,poliosis,cabello
4303,hepatoesplenomegalia,bazo,encefalomielitis,cerebro
4304,epilepsia,cerebro,astigmatismo,ojo
4305,narcolepsia,cerebro,mastitis,mama
4306,hipersomnia,cerebro,bruxismo,mandibula
4307,paperas,mandibula,calvicie,piel
4308,onicomicosis,piel,rubor,piel
4309,rinofima,piel,noma,mandibula
4310,pancreatitis,pancreas,politricosis,cabello
4311,orquitis,testiculo,endocarditis,endocardio
4312,petequias,piel,gingivitis,mandibula
4313,poliartritis,articulaciones,hipospadias,uretra
4314,penfigo,piel,hemotorax,pleura
4315,tracoma,ojo,encefalitis,cerebro
4316,cefalodinia,cabeza,cataplexia,cerebro
4317,parestesia,piel,conjuntivitis,conjuntiva
4318,polineuropatia,nervio,dormido,cerebro
4319,excoriacion,piel,dismenorrea,utero
4320,priapismo,pene,celulitis,piel
4321,esplenomegalia,bazo,laminitis,pezuña
4322,agiria,cerebro,lipoatrofia,piel
4323,tendonitis,articulaciones,anquiloglosia,mandibula
4324,sudoracion,piel,coroiditis,uvea
4325,miopia,ojo,absceso,piel
4326,raquitismo,cartilago,petequias,piel
4327,epilepsia,cerebro,aura,cerebro
4328,scrapie,cerebro,erisipela,piel
4329,sudoracion,cabello,peritonitis,peritoneo
4330,uveitis,uvea,dermatomicosis,cabello
4331,pericarditis,corazon,acrodermatitis,piel
4332,laminitis,pezuña,queratitis,cornea
4333,parasomnia,cerebro,epididimitis,testiculo
4334,reflujo,abdomen,polineuritis,nervio
4335,ictericia,piel,coriorretinitis,coroides
4336,ictericia,piel,colestasis,higado
4337,rinorrea,nariz,pielonefritis,riñon
4338,prostatitis,prostata,peritonitis,peritoneo
4339,xerodermia,piel,cecitis,ciego
4340,cecitis,ciego,neumoconiosis,pulmon
4341,stare,ojo,demencia,cerebro
4342,peritonitis,peritoneo,enterorragia,recto
4343,pesadilla,cerebro,crup,laringe
4344,rinorrea,nariz,demencia,cerebro
4345,mediastinitis,mediastino,amaurosis,ojo
4346,soriasis,piel,palidez,piel
4347,scrapie,posencefalo,glaucoma,ojo
4348,insomnio,cerebro,polineuritis,nervio
4349,piometra,utero,kuru,posencefalo
4350,escleritis,ojo,coroiditis,uvea
4351,politricosis,piel,guiño,nervio
4352,palidez,piel,rubor,piel
4353,midriasis,pupilar,bronquiolitis,pulmon
4354,tatuaje,piel,estrabismo,ojo
4355,hidronefrosis,riñon,gingivoestomatitis,encia
4356,psitacosis,pulmon,hiperqueratosis,piel
4357,tracoma,conjuntiva,pinguicula,conjuntiva
4358,escotoma,ojo,amiantosis,pulmon
4359,picazon,piel,paperas,mandibula
4360,hiperqueratosis,piel,fibromialgia,articulaciones
4361,desmayo,cerebro,hepatitis,higado
4362,paraqueratosis,piel,encefalomielitis,cerebro
4363,viremia,sangre,hiperpigmentacion,piel
4364,neumonia,pulmon,cefalodinia,cabeza
4365,sudoracion,cabello,prostatitis,prostata
4366,epididimitis,testiculo,queilitis,mandibula
4367,alinfocitosis,linfocito,lepra,piel
4368,tracoma,ojo,queratoconjuntivitis,ojo
4369,viremia,sangre,petequias,piel
4370,reumatismo,articulaciones,paraqueratosis,piel
4371,ovulatorio,ovario,pesadilla,cerebro
4372,parasomnia,cerebro,guiño,ojo
4373,taurodontismo,lengua,neuromielitis,nervio
4374,pinguicula,conjuntiva,endocarditis,endocardio
4375,vitiligo,piel,neumonitis,pulmon
4376,queratoconjuntivitis,ojo,ambliopia,ojo
4377,pustula,piel,criptorquidia,testiculo
4378,miliaria,piel,hiperostosis,cartilago
4379,neumoconiosis,pulmon,amiantosis,pulmon
4380,poliosis,cabello,dermatomiositis,piel
4381,rosacea,piel,asma,pulmon
4382,pesadilla,cerebro,criptorquidia,pelvis
4383,pinguicula,conjuntiva,macrocefalo,cabeza
4384,desmayo,cerebro,epilepsia,cerebro
4385,deslumbramiento,ojo,aura,cerebro
4386,prognatismo,cartilago,nistagmo,ojo
4387,scrapie,posencefalo,parasoriasis,piel
4388,pterigion,conjuntiva,bacteriemia,sangre
4389,hipomania,cerebro,disfluidez,cerebro
4390,xerodermia,piel,meningoencefalitis,cerebro
4391,insulinoma,abdomen,afaquia,cristalino
4392,narcosis,cerebro,afaquia,cristalino
4393,parasoriasis,piel,amiantosis,pulmon
4394,osteomielitis,cartilago,gingivoestomatitis,encia
4395,hipersomnia,cerebro,acidez,esofago
4396,espondilosis,articulaciones,poliartritis,articulaciones
4397,xerodermia,piel,coroiditis,coroides
4398,esclerodermia,fascia,hemotorax,pleura
4399,narcolepsia,cerebro,hepatoesplenomegalia,higado
4400,queratitis,ojo,glositis,lengua
4401,progeria,piel,escencia,nariz
4402,escleritis,ojo,raquitismo,cartilago
4403,laminitis,pezuña,posimagen,ojo
4404,hiperpigmentacion,piel,despierto,cerebro
4405,fotopsia,ojo,queratoconjuntivitis,cornea
4406,noma,piel,coriorretinitis,coroides
4407,gingivitis,mandibula,acne,piel
4408,vertigo,laberinto,psitacosis,pulmon
4409,polineuropatia,nervio,ambliopia,ojo
4410,microencefalia,cerebro,hipersomnia,cerebro
4411,osteopenia,cartilago,dermatomicosis,piel
4412,sudoracion,cabello,meningoencefalitis,cerebro
4413,paperas,mandibula,epilepsia,cerebro
4414,albinismo,piel,acalasia,abdomen
4415,escencia,nariz,coroiditis,uvea
4416,politricosis,cabello,asma,pulmon
4417,nefritis,riñon,erisipela,piel
4418,pinguicula,conjuntiva,guiño,nervio
4419,glaucoma,ojo,ambliopia,ojo
4420,cianosis,piel,corvaza,articulaciones
4421,poiquilodermia,piel,ovulatorio,ovario
4422,contextura,cara,diaforesis,piel
4423,hemoptisis,expectoracion,mirada,ojo
4424,stare,ojo,poiquilodermia,piel
4425,uveitis,ojo,hiperostosis,cartilago
4426,microencefalia,cerebro,meningococemia,sangre
4427,prognatismo,cartilago,encefalitis,cerebro
4428,palidez,piel,criptorquidia,pelvis
4429,hemocromatosis,higado,acne,piel
4430,desmayo,cerebro,gastrinoma,duodeno
4431,soriasis,piel,desgarro,piel
4432,pitiriasis,piel,dermatomicosis,cabello
4433,mastitis,mama,hepatoesplenomegalia,bazo
4434,xerodermia,piel,hepatomegalia,higado
4435,priapismo,pene,hipersomnia,cerebro
4436,despierto,cerebro,albinismo,ojo
4437,scrapie,cerebro,glaucoma,ojo
4438,midriasis,pupilar,amiantosis,pulmon
4439,guiño,nervio,angioedema,piel
4440,paperas,mandibula,queratitis,cornea
4441,rinorrea,nariz,miasis,piel
4442,neumotorax,pleura,foliculitis,piel
4443,paperas,mandibula,hiperpatia,piel
4444,osteoma,cartilago,contextura,cara
4445,pterigion,conjuntiva,presbicia,ojo
4446,pleuroneumonia,pulmon,narcosis,cerebro
4447,retinitis,ojo,cefalodinia,cabeza
4448,pterigion,cornea,narcolepsia,cerebro
4449,vaccina,piel,raquitismo,cartilago
4450,osteitis,cartilago,hiperemia,cabello
4451,mediastinitis,mediastino,afaquia,cristalino
4452,taurodontismo,lengua,prostatitis,prostata
4453,rubor,cabello,crup,laringe
4454,fibromialgia,articulaciones,disfluidez,cerebro
4455,pielonefritis,riñon,fascitis,fascia
4456,raquitismo,cartilago,dismenorrea,utero
4457,peritonitis,peritoneo,cataplexia,cerebro
4458,scrapie,cerebro,neuralgia,nervio
4459,keratosis,piel,artrogrifosis,cerebro
4460,espondilosis,articulaciones,cicatriz,piel
4461,scrapie,cerebro,impetigo,piel
4462,meningococemia,sangre,epididimitis,epididimo
4463,polio,cerebro,narcolepsia,cerebro
4464,pleuroneumonia,pleura,coroiditis,uvea
4465,sepsis,sangre,colestasis,higado
4466,desgarro,piel,ginecomastia,mama
4467,desgarro,piel,hiperemia,piel
4468,osteopenia,cartilago,hirsutismo,piel
4469,epididimitis,testiculo,encandilamiento,ojo
4470,insomnio,cerebro,nistagmo,ojo
4471,retinitis,ojo,equimosis,cabello
4472,glositis,mandibula,flictena,piel
4473,mastitis,mama,guiño,nervio
